"Loan reference","Outstanding Scheme Facility Principal2","Outstanding Scheme Facility Principal","Total amount claimed under the Government Guarantee2","Total amount claimed from the DTI","Settled Amount2","Settled Amount","Cumulative Value of All Pre-Claim Limit Realisations2","Cumulative Value of All Pre-Claim Limit Realisations","Cumulative Value of All Post-Claim Limit Realisations2","Cumulative Value of All Post-Claim Limit Realisations"
"BD9TFUQ+01",24111.99,24111.99,18083.99,18083.99,18083.99,0,0,0,0,0
"674D9AZ+01",24190.8,24190.8,18143.1,18143.1,18143.1,0,0,0,0,0
"F78FV2U+01",24245.81,24245.81,18184.36,18184.36,18184.36,0,0,0,0,0
"X8FS7JY+01",24275.1,24275.1,18206.32,18206.32,18206.32,18206.32,0,0,0,0
"2CUBBAC+01",24344,24344,18258,18258,18258,0,0,0,0,0
"BJDA6DP+01",24485.82,24485.82,18364.37,18364.37,18364.37,0,0,0,0,0
"H5LY34C+01",24503.67,24503.67,18377.75,18377.75,18377.75,0,0,0,0,0
"3CQTBUV+01",24528.96,24528.96,18396.72,18396.72,18396.72,0,0,0,0,0
"HWUDTB3+01",24613.75,24613.75,18460.31,18460.31,18460.31,0,0,0,0,0
"US2HNWK+01",24618.74,24618.74,18464.06,18464.06,18464.06,0,618.75,618.75,0,0
"ZGRKXBG+01",24790.2,24790.2,18592.65,18592.65,18592.65,0,0,0,0,0
"APTJDDD+01",24867.38,24867.38,18650.53,18650.53,18650.53,18650.53,0,0,0,0
"RZ3GMD3+01",24902.54,24902.54,18676.91,18676.91,18676.91,0,1039.86,1039.86,0,0
"VCKS7PF+01",25316.52,25316.52,18987.39,18987.39,18987.39,0,0,0,0,0
"XRR6Q6U+01",25626.54,25626.54,19219.9,19219.9,19219.9,0,0,0,0,0
"3ULCKB2+01",25685.43,25685.43,19264.07,19264.07,19264.07,0,0,0,0,0
"5ATJVRD+01",25803.1,25803.1,19352.33,19352.33,19352.33,0,0,0,0,0
"MNYQYBH+01",25882.5,25882.5,19411.88,19411.88,19411.88,0,0,0,0,0
"BE6W4VH+01",25898.02,25898.02,19423.51,19423.51,19423.51,19423.51,0,0,0,0
"AUF7B36+01",26009.22,26009.22,19506.91,19506.91,19506.91,19506.91,0,0,0,0
"AEZXGFG+01",26034.72,26034.72,19526.04,19526.04,19526.04,0,0,0,0,0
"HYWMZS4+01",26248.66,26248.66,19686.5,19686.5,19686.5,0,0,0,0,0
"PZBL3U3+01",26309.29,26309.29,19731.97,19731.97,19731.97,0,9962.25,9962.25,0,0
"KAPW9DR+01",26897.5,26897.5,20173.13,20173.13,20173.13,0,0,0,0,0
"AWEZWZB+01",26897.5,26897.5,20173.13,20173.13,20173.13,0,0,0,0,0
"L4DVV7T+01",27142.8,27142.8,20357.1,20357.1,20357.1,0,0,0,0,0
"YPAJ54Z+01",27220.14,27220.14,20415.11,20415.11,20415.11,0,0,0,0,0
"XNCS7L6+01",27405,27405,20553.75,20553.75,20553.75,0,0,0,0,0
"DC67KJ5+01",27405,27405,20553.75,20553.75,20553.75,0,0,0,0,0
"VQKUZEM+01",27489.37,27489.37,20617.02,20617.02,20617.02,20617.02,0,0,0,0
"UTKBRZH+01",27489.52,27489.52,20617.14,20617.14,20617.14,0,0,0,0,0
"HFEJSGK+01",27619.32,27619.32,20714.49,20714.49,20714.49,20714.49,0,0,0,0
"3YRVQSQ+01",27743.27,27743.27,20807.45,20807.45,20807.45,20807.45,0,0,0,0
"XATP75A+01",28166.25,28166.25,21124.69,21124.69,21124.69,0,0,0,0,0
"9X7KQ9F+01",28166.25,28166.25,21124.69,21124.69,21124.69,0,0,0,0,0
"QSEGU47+01",28191.5,28191.5,21143.62,21143.62,21143.62,21143.62,0,0,0,0
"35SBSVW+01",28318.48,28318.48,21238.86,21238.86,21238.86,0,0,0,0,0
"G8JXBUA+01",28359.44,28359.44,21269.58,21269.58,21269.58,21269.58,0,0,0,0
"9C2GFLJ+01",28570.24,28570.24,21427.68,21427.68,21427.68,0,0,0,0,0
"55SZA39+01",28984.98,28984.98,21738.74,21738.74,21738.74,0,0,0,0,0
"NJFX982+01",29001.54,29001.54,21751.16,21751.16,21751.16,0,0,0,0,0
"F6C9J5P+01",29051.7,29051.7,21788.78,21788.78,21788.78,0,0,0,0,0
"XUTARB2+01",29181.2,29181.2,21885.9,21885.9,21885.9,0,0,0,0,0
"6VL6SYY+01",29221.11,29221.11,21915.83,21915.83,21915.83,0,0,0,0,0
"NAGSLHQ+01",29435,29435,22076.25,22076.25,22076.25,0,0,0,0,0
"VBKX7C8+01",29602.5,29602.5,22201.87,22201.87,22201.87,22201.87,0,0,0,0
"9LXPNJ4+01",29604.1,29604.1,22203.08,22203.08,22203.08,0,0,0,0,0
"87BXT7C+01",29959.47,29959.47,22469.6,22469.6,22469.6,0,0,0,0,0
"4EWJEWT+01",30000,30000,22500,22500,22500,0,0,0,0,0
"5TDNZYA+01",30136.65,30136.65,22602.49,22602.49,22602.49,0,0,0,0,0
"DFUSKTP+01",30185.3,30185.3,22638.97,22638.97,22638.97,0,0,0,0,0
"DWNY3Y8+01",30190.95,30190.95,22643.21,22643.21,22643.21,0,0,0,0,0
"DXA6LRR+01",30229,30229,22671.75,22671.75,22671.75,0,0,0,0,0
"9MCYSAN+01",30320.6,30320.6,22740.45,22740.45,22740.45,0,0,0,0,0
"M4MQLCZ+01",31003.09,31003.09,23252.32,23252.32,23252.32,0,3934.02,3934.02,0,0
"MAB4U66+01",31333.29,31333.29,23499.97,23499.97,23499.97,0,0,0,0,0
"MK7RLHJ+01",31388.68,31388.68,23541.51,23541.51,23541.51,0,0,0,0,0
"HJYY5SY+01",31501.19,31501.19,23625.89,23625.89,23625.89,0,0,0,0,0
"9XK5GQC+01",31533.28,31533.28,23649.96,23649.96,23649.96,0,0,0,0,0
"9D86PKR+01",31771.96,31771.96,23828.97,23828.97,23828.97,23828.97,0,0,0,0
"3TKYLD3+01",31803.29,31803.29,23852.47,23852.47,23852.47,0,0,0,0,0
"75TWK9G+01",31972.46,31972.46,23979.35,23979.35,23979.35,0,0,0,0,0
"9RQMJBJ+01",31987.1,31987.1,23990.32,23990.32,23990.32,0,0,0,0,0
"WP2MCRL+01",32099.35,32099.35,24074.51,24074.51,24074.51,0,0,0,0,0
"R6P3UKF+01",32141.5,32141.5,24106.12,24106.12,24106.12,24106.12,0,0,0,0
"WU4S4L2+01",32164.93,32164.93,24123.7,24123.7,24123.7,0,0,0,0,0
"3ML23GF+01",32301.05,32301.05,24225.79,24225.79,24225.79,0,0,0,0,0
"YXNEU64+01",32387.76,32387.76,24290.82,24290.82,24290.82,0,0,0,0,0
"Y776XTK+01",32479.84,32479.84,24359.88,24359.88,24359.88,0,0,0,0,0
"E3T7JB8+01",32479.84,32479.84,24359.88,24359.88,24359.88,24359.88,0,0,0,0
"2AAZE2B+01",32479.96,32479.96,24359.97,24359.97,24359.97,0,0,0,0,0
"JKZZSGJ+01",32606.08,32606.08,24454.56,24454.56,24454.56,24454.56,0,0,0,0
"ZL6R6FE+01",33156.52,33156.52,24867.39,24867.39,24867.39,0,0,0,0,0
"XZG5X7K+01",33190.5,33190.5,24892.88,24892.88,24892.88,0,0,0,0,0
"3K483VH+01",33327.24,33327.24,24995.43,24995.43,24995.43,0,0,0,0,0
"G3HXYFT+01",33403.31,33403.31,25052.48,25052.48,25052.48,0,0,0,0,0
"X6CDBDZ+01",33849.69,33849.69,25387.27,25387.27,25387.27,0,0,0,0,0
"2PKFYXZ+01",33875.47,33875.47,25406.6,25406.6,25406.6,25406.6,0,0,0,0
"FM744D4+01",34104,34104,25578,25578,25578,0,0,0,0,0
"JEYM2P3+01",34120.26,34120.26,25590.19,25590.19,25590.19,25590.19,0,0,0,0
"LF236XM+01",34171.54,34171.54,25628.66,25628.66,25628.66,0,0,0,0,0
"2W8Q3DL+01",34400.74,34400.74,25800.55,25800.55,25800.55,0,0,0,0,0
"ZNXGPCF+01",34509.97,34509.97,25882.48,25882.48,25882.48,0,0,0,0,0
"5P6HPKZ+01",34509.97,34509.97,25882.48,25882.48,25882.48,0,0,0,0,0
"FLQ4FRU+01",34538.18,34538.18,25903.64,25903.64,25903.64,0,989.74,989.74,0,0
"3SPCF4T+01",34771.22,34771.22,26078.42,26078.42,26078.42,0,0,0,0,0
"TD3BCGD+01",35075.51,35075.51,26306.63,26306.63,26306.63,0,0,0,0,0
"B8RMLGM+01",35154.62,35154.62,26365.97,26365.97,26365.97,0,0,0,0,0
"B2WHXGZ+01",35186.56,35186.56,26389.92,26389.92,26389.92,26389.92,0,0,0,0
"SY5LP5Y+01",35227.07,35227.07,26420.3,26420.3,26420.3,0,0,0,0,0
"RL355D5+01",35242.85,35242.85,26432.14,26432.14,26432.14,0,0,0,0,0
"MHVDUZ4+01",35333.31,35333.31,26499.98,26499.98,26499.98,0,0,0,0,0
"8GY5Y9D+01",35436.15,35436.15,26577.11,26577.11,26577.11,0,0,0,0,0
"L9WSVN9+01",35524.9,35524.9,26643.68,26643.68,26643.68,0,0,0,0,0
"AQB8ZMD+01",35532.2,35532.2,26649.15,26649.15,26649.15,0,0,0,0,0
"F8226NA+01",36259.05,36259.05,27194.29,27194.29,27194.29,0,0,0,0,0
"M9BJH7V+01",36300,36300,27225,27225,27225,0,0,0,0,0
"F3GSVRQ+01",36539.92,36539.92,27404.94,27404.94,27404.94,0,0,0,0,0
"SXQHBTA+01",36878.26,36878.26,27658.7,27658.7,27658.7,0,0,0,0,0
"2APCM5H+01",37142.84,37142.84,27857.13,27857.13,27857.13,0,0,0,0,0
"2Q7W9UC+01",37554.94,37554.94,28166.21,28166.21,28166.21,0,0,0,0,0
"H6RBDNW+01",38044.56,38044.56,28533.42,28533.42,28533.42,0,0,0,0,0
"4NMR7QQ+01",38551.02,38551.02,28913.26,28913.26,28913.26,0,0,0,0,0
"YFBVJ9T+01",38870.7,38870.7,29153.03,29153.03,29153.03,0,0,0,0,0
"DQQ3JDZ+01",38908.24,38908.24,29181.18,29181.18,29181.18,0,0,0,0,0
"LKWJZ5N+01",38908.33,38908.33,29181.25,29181.25,29181.25,0,0,0,0,0
"9U2DZYW+01",38919.38,38919.38,29189.54,29189.54,29189.54,0,0,0,0,0
"L6TCRCD+01",39965.55,39965.55,29974.16,29974.16,29974.16,0,0,0,0,0
"6JW7X6R+01",39999.92,39999.92,29999.94,29999.94,29999.94,0,0,0,0,0
"GMLGJFY+01",40019.49,40019.49,30014.62,30014.62,30014.62,0,0,0,0,0
"MNTEPWY+01",40088.43,40088.43,30066.32,30066.32,30066.32,0,0,0,0,0
"NJU6YHH+01",40801.62,40801.62,30601.22,30601.22,30601.22,0,0,0,0,0
"WD2RH6E+01",41041.58,41041.58,30781.19,30781.19,30781.19,0,0,0,0,0
"MAC562S+01",41148.61,41148.61,30861.46,30861.46,30861.46,0,0,0,0,0
"QSUZNZ2+01",41200,41200,30900,30900,30900,0,0,0,0,0
"BJ2QJXC+01",41392.89,41392.89,31044.67,31044.67,31044.67,0,0,0,0,0
"EF8AYMD+01",41615,41615,31211.25,31211.25,31211.25,0,0,0,0,0
"GNX4HZE+01",42145.79,42145.79,31609.34,31609.34,31609.34,0,0,0,0,0
"TKXJ5UY+01",42291.6,42291.6,31718.7,31718.7,31718.7,0,0,0,0,0
"ZYYJ8UT+01",42298.27,42298.27,31723.7,31723.7,31723.7,31723.7,0,0,0,0
"XGKM7Z5+01",42717.62,42717.62,32038.22,32038.22,32038.22,0,0,0,0,0
"WZANFSA+01",42996.43,42996.43,32247.32,32247.32,32247.32,0,0,0,0,0
"54WM5T4+01",43020.8,43020.8,32265.6,32265.6,32265.6,0,0,0,0,0
"A7XFDP3+01",43137.44,43137.44,32353.08,32353.08,32353.08,0,0,0,0,0
"EXBLV5A+01",43296.05,43296.05,32472.03,32472.03,32472.03,0,0,0,0,0
"Q9G784A+01",43729.54,43729.54,32797.16,32797.16,32797.16,0,0,0,0,0
"C3C6LLL+01",43889.3,43889.3,32916.98,32916.98,32916.98,0,0,0,0,0
"MSEMM7U+01",43993.66,43993.66,32995.25,32995.25,32995.25,0,0,0,0,0
"2QG9FYB+01",44083.81,44083.81,33062.86,33062.86,33062.86,0,0,0,0,0
"CRRATJV+01",44459.99,44459.99,33344.99,33344.99,33344.99,0,0,0,0,0
"3XW6G6W+01",44621.31,44621.31,33465.98,33465.98,33465.98,0,0,0,0,0
"MAPYSBM+01",44871.41,44871.41,33653.56,33653.56,33653.56,0,0,0,0,0
"G7DSCHV+01",44941.49,44941.49,33706.12,33706.12,33706.12,0,0,0,0,0
"5L8YXLL+01",45172.68,45172.68,33879.51,33879.51,33879.51,0,0,0,0,0
"T5K3BQ4+01",45312.47,45312.47,33984.35,33984.35,33984.35,0,15220.16,15220.16,0,0
"UNU8GQB+01",45856.15,45856.15,34392.11,34392.11,34392.11,0,0,0,0,0
"G2K3NHQ+01",46098.34,46098.34,34573.76,34573.76,34573.76,0,0,0,0,0
"SPFUSAM+01",46268.2,46268.2,34701.15,34701.15,34701.15,0,0,0,0,0
"4KQUGEL+01",46690,46690,35017.5,35017.5,35017.5,0,0,0,0,0
"MKKBVFM+01",46732.2,46732.2,35049.15,35049.15,35049.15,0,661.19,661.19,0,0
"S9QRUMY+01",47460.63,47460.63,35595.47,35595.47,35595.47,35595.47,0,0,0,0
"LLZNEMF+01",47989.78,47989.78,35992.34,35992.34,35992.34,0,0,0,0,0
"5P2K697+01",48151.42,48151.42,36113.57,36113.57,36113.57,0,0,0,0,0
"7W5T7B2+01",48212.48,48212.48,36159.36,36159.36,36159.36,0,0,0,0,0
"DZUZHLA+01",48212.48,48212.48,36159.36,36159.36,36159.36,0,3547.73,3547.73,0,0
"PEJMALR+01",48212.48,48212.48,36159.36,36159.36,36159.36,0,0,0,0,0
"RQLZLZC+01",48243.06,48243.06,36182.3,36182.3,36182.3,0,0,0,0,0
"ZGCAUCU+01",48355.34,48355.34,36266.51,36266.51,36266.51,0,0,0,0,0
"DQY3EVF+01",48524.1,48524.1,36393.08,36393.08,36393.08,0,0,0,0,0
"X65YHJB+01",48831.95,48831.95,36623.96,36623.96,36623.96,0,0,0,0,0
"FCMWYTK+01",48952.27,48952.27,36714.2,36714.2,36714.2,36714.2,0,0,0,0
"A4V7PXY+01",49003.68,49003.68,36752.76,36752.76,36752.76,0,0,0,0,0
"PJCS9X2+01",49381.67,49381.67,37036.25,37036.25,37036.25,0,0,0,0,0
"QDZYFQE+01",49400,49400,37050,37050,37050,0,0,0,0,0
"V8BX4MK+01",49419.57,49419.57,37064.67,37064.67,37064.67,37064.67,0,0,0,0
"6LLZ8YT+01",49562.66,49562.66,37172,37172,37172,0,0,0,0,0
"UUJL36R+01",49802.87,49802.87,37352.15,37352.15,37352.15,37352.15,0,0,0,0
"ZNGRHMN+01",49920.8,49920.8,37440.6,37440.6,37440.6,0,0,0,0,0
"4DYC3V4+01",49994.13,49994.13,37495.59,37495.59,37495.59,37495.59,0,0,0,0
"STWWMS9+01",50500,50500,37875,37875,37875,0,0,0,0,0
"T93PFLU+01",50616.99,50616.99,37962.74,37962.74,37962.74,0,0,0,0,0
"3U88PLV+01",50623.05,50623.05,37967.29,37967.29,37967.29,0,0,0,0,0
"C5M9YWG+01",50749.84,50749.84,38062.38,38062.38,38062.38,0,0,0,0,0
"ZEHSMF5+01",51100,51100,38325,38325,38325,0,0,0,0,0
"LY3M8DT+01",51172.9,51172.9,38379.68,38379.68,38379.68,0,0,0,0,0
"PPAUZDQ+01",51511.03,51511.03,38633.27,38633.27,38633.27,38633.27,0,0,0,0
"GTMSX34+01",51601.49,51601.49,38701.11,38701.11,38701.11,38701.11,0,0,0,0
"HMEGHLE+01",51616.15,51616.15,38712.11,38712.11,38712.11,0,0,0,0,0
"SCN3L2K+01",51794.11,51794.11,38845.58,38845.58,38845.58,0,0,0,0,0
"BHXNR7D+01",52780,52780,39585,39585,39585,0,0,0,0,0
"45VFNCN+01",53266.62,53266.62,39949.97,39949.97,39949.97,0,0,0,0,0
"SMFWPHM+01",53520.1,53520.1,40140.07,40140.07,40140.07,40140.07,0,0,0,0
"E8KGB9L+01",53964.16,53964.16,40473.12,40473.12,40473.12,0,0,0,0,0
"5WCTGEG+01",54278.71,54278.71,40709.03,40709.03,40709.03,0,0,0,0,0
"Q3N5TT7+01",54354.53,54354.53,40765.9,40765.9,40765.9,0,0,0,0,0
"PQ4RKM6+01",54391.58,54391.58,40793.69,40793.69,40793.69,0,0,0,0,0
"TH3VXD7+01",54495.82,54495.82,40871.87,40871.87,40871.87,0,0,0,0,0
"894TSWA+01",54515,54515,40886.25,40886.25,40886.25,0,0,0,0,0
"76Z2XFR+01",54987.4,54987.4,41240.55,41240.55,41240.55,0,0,0,0,0
"7PX8AKB+01",55243.97,55243.97,41432.98,41432.98,41432.98,0,0,0,0,0
"FMN4LGK+01",55528.8,55528.8,41646.6,41646.6,41646.6,41646.6,0,0,0,0
"9XJEXZW+01",55599.09,55599.09,41699.32,41699.32,41699.32,0,0,0,0,0
"7NKPEVS+01",55825,55825,41868.75,41868.75,41868.75,0,0,0,0,0
"4PR8DU9+01",56187.5,56187.5,42140.62,42140.62,42140.62,42140.62,0,0,0,0
"9JVGJ6K+01",56262.6,56262.6,42196.95,42196.95,42196.95,0,0,0,0,0
"N2W5HVZ+01",56550,56550,42412.5,42412.5,42412.5,0,0,0,0,0
"QHN2N37+01",57093.6,57093.6,42820.2,42820.2,42820.2,0,0,0,0,0
"JD7E3BE+01",57093.75,57093.75,42820.31,42820.31,42820.31,0,0,0,0,0
"LNEU7L3+01",57178.2,57178.2,42883.65,42883.65,42883.65,42883.65,0,0,0,0
"CSBGGFF+01",57313.09,57313.09,42984.82,42984.82,42984.82,0,0,0,0,0
"KPFWXTW+01",57728,57728,43296,43296,43296,0,0,0,0,0
"CS9V8WN+01",57854.16,57854.16,43390.62,43390.62,43390.62,0,0,0,0,0
"HUAJW5M+01",57931.38,57931.38,43448.53,43448.53,43448.53,0,857.6,857.6,0,0
"9QAL4QU+01",58637.29,58637.29,43977.96,43977.96,43977.96,43977.96,0,0,0,0
"7CA9KN7+01",58666.94,58666.94,44000.21,44000.21,44000.21,0,0,0,0,0
"4AX5V77+01",58827.07,58827.07,44120.3,44120.3,44120.3,0,0,0,0,0
"CKG9ACN+01",59275.96,59275.96,44456.97,44456.97,44456.97,44456.97,0,0,0,0
"MFRLRHE+01",59885,59885,44913.75,44913.75,44913.75,0,0,0,0,0
"QH5T47R+01",60000,60000,45000,45000,45000,0,0,0,0,0
"E8DBDZK+01",60115.28,60115.28,45086.46,45086.46,45086.46,0,0,0,0,0
"Z59VF2F+01",60148.53,60148.53,45111.39,45111.39,45111.39,0,667.5,667.5,0,0
"UQZ7ZW6+01",60360.13,60360.13,45270.1,45270.1,45270.1,0,0,0,0,0
"FUVRH9D+01",60392.38,60392.38,45294.29,45294.29,45294.29,0,0,0,0,0
"QXDLA59+01",60899.88,60899.88,45674.91,45674.91,45674.91,45674.91,0,0,0,0
"25GHVFK+01",60900,60900,45675,45675,45675,0,0,0,0,0
"NBVQB5L+01",61338.58,61338.58,46003.94,46003.94,46003.94,0,0,0,0,0
"BQP76UC+01",61576.6,61576.6,46182.45,46182.45,46182.45,0,0,0,0,0
"YQEEK5D+01",63719.61,63719.61,47789.71,47789.71,47789.71,0,11921.87,11921.87,0,0
"353HJNN+01",64699.93,64699.93,48524.94,48524.94,48524.94,0,0,0,0,0
"DUSSYVS+01",64706.16,64706.16,48529.62,48529.62,48529.62,0,0,0,0,0
"HRNRVRZ+01",64766.64,64766.64,48574.98,48574.98,48574.98,0,0,0,0,0
"ZB2HYU8+01",65129.15,65129.15,48846.86,48846.86,48846.86,0,6348.31,6348.31,0,0
"NNBG6P4+01",65129.14,65129.14,48846.86,48846.86,48846.86,0,0,0,0,0
"CNAYZ2N+01",66430.21,66430.21,49822.65,49822.65,49822.65,49822.65,0,0,0,0
"8PVZXLA+01",67497.46,67497.46,50623.1,50623.1,50623.1,0,0,0,0,0
"XWHXHET+01",67497.49,67497.49,50623.12,50623.12,50623.12,0,0,0,0,0
"7SF74G7+01",68089.55,68089.55,51067.16,51067.16,51067.16,0,0,0,0,0
"K2CSVMZ+01",68089.55,68089.55,51067.16,51067.16,51067.16,0,0,0,0,0
"F8DBKQL+01",68681.68,68681.68,51511.26,51511.26,51511.26,0,0,0,0,0
"HHCD2AL+01",68750,68750,51562.5,51562.5,51562.5,0,0,0,0,0
"4GY928V+01",68820.48,68820.48,51615.36,51615.36,51615.36,0,0,0,0,0
"AQRLAFG+01",68829.55,68829.55,51622.16,51622.16,51622.16,0,0,0,0,0
"8FCWEN8+01",70156.2,70156.2,52617.15,52617.15,52617.15,0,0,0,0,0
"2XQJTGF+01",70740.24,70740.24,53055.18,53055.18,53055.18,0,0,0,0,0
"E2CP8RK+01",71486.74,71486.74,53615.06,53615.06,53615.06,0,5827.5,5827.5,0,0
"6MEQBXR+01",72403.27,72403.27,54302.45,54302.45,54302.45,0,0,0,0,0
"L5Z5TAU+01",72773.5,72773.5,54580.13,54580.13,54580.13,0,0,0,0,0
"QYKRZ7T+01",73079.96,73079.96,54809.97,54809.97,54809.97,0,0,0,0,0
"7SZYG72+01",73079.96,73079.96,54809.97,54809.97,54809.97,54809.97,0,0,0,0
"LXU626H+01",73087.44,73087.44,54815.58,54815.58,54815.58,0,0,0,0,0
"3RLRQ32+01",74052.68,74052.68,55539.51,55539.51,55539.51,0,0,0,0,0
"SJTZ9FS+01",74666.64,74666.64,55999.98,55999.98,55999.98,0,0,0,0,0
"C8PJPM7+01",74903.28,74903.28,56177.46,56177.46,56177.46,56177.46,0,0,0,0
"YACH3G4+01",75278.96,75278.96,56459.22,56459.22,56459.22,56459.22,0,0,0,0
"S9WMA2Q+01",75304.29,75304.29,56478.22,56478.22,56478.22,0,855,855,0,0
"9YNN3QP+01",75999.98,75999.98,56999.99,56999.99,56999.99,0,544.22,544.22,0,0
"ULQXSWW+01",77139.98,77139.98,57854.99,57854.99,57854.99,0,0,0,0,0
"HT35V4K+01",78028.08,78028.08,58521.06,58521.06,58521.06,0,220.85,220.85,0,0
"G3NTELF+01",78054.05,78054.05,58540.54,58540.54,58540.54,0,381.05,381.05,0,0
"DV56VFM+01",78231.6,78231.6,58673.7,58673.7,58673.7,0,0,0,0,0
"22ZTWJZ+01",78293,78293,58719.75,58719.75,58719.75,0,0,0,0,0
"UFGQMKC+01",78662.32,78662.32,58996.74,58996.74,58996.74,58996.74,0,0,0,0
"KGZBYPU+01",78944.32,78944.32,59208.24,59208.24,59208.24,0,0,0,0,0
"HUATKYY+01",79282.74,79282.74,59462.06,59462.06,59462.06,0,0,0,0,0
"64YM8P7+01",80281.18,80281.18,60210.88,60210.88,60210.88,0,0,0,0,0
"YH3JTTU+01",80991.47,80991.47,60743.6,60743.6,60743.6,0,0,0,0,0
"GFY9LTR+01",81022.29,81022.29,60766.71,60766.71,60766.71,60766.71,207.04,207.04,0,0
"VE8R5RU+01",81199.96,81199.96,60899.97,60899.97,60899.97,0,0,0,0,0
"TPK5TAT+01",82583.67,82583.67,61937.75,61937.75,61937.75,0,0,0,0,0
"7Y75ULM+01",82833.3,82833.3,62124.98,62124.98,62124.98,0,0,0,0,0
"HT8KMNK+01",83737.36,83737.36,62803.02,62803.02,62803.02,0,0,0,0,0
"H6WPJQR+01",83737.36,83737.36,62803.02,62803.02,62803.02,62803.02,0,0,0,0
"PQ4YLPX+01",84301.36,84301.36,63226.02,63226.02,63226.02,0,0,0,0,0
"3PBU978+01",85260,85260,63945,63945,63945,0,0,0,0,0
"6P2SE52+01",85429.04,85429.04,64071.78,64071.78,64071.78,0,0,0,0,0
"LB2SVB8+01",86275,86275,64706.25,64706.25,64706.25,0,0,0,0,0
"ARYHH9F+01",86312.78,86312.78,64734.58,64734.58,64734.58,0,0,0,0,0
"K9SD9U2+01",86395.87,86395.87,64796.9,64796.9,64796.9,0,0,0,0,0
"FRABGJB+01",86578.3,86578.3,64933.73,64933.73,64933.73,0,0,0,0,0
"LAS63LR+01",86926.54,86926.54,65194.9,65194.9,65194.9,0,0,0,0,0
"QRCB7SJ+01",87033.1,87033.1,65274.82,65274.82,65274.82,65274.82,0,0,0,0
"8E2LVUR+01",87736.12,87736.12,65802.09,65802.09,65802.09,0,0,0,0,0
"R2SR394+01",87771,87771,65828.25,65828.25,65828.25,0,97.5,97.5,0,0
"QFR9JTF+01",87966.56,87966.56,65974.92,65974.92,65974.92,0,0,0,0,0
"XAUNPFC+01",88095.2,88095.2,66071.4,66071.4,66071.4,0,16998.19,16998.19,0,0
"97RR9VY+01",90504.08,90504.08,67878.06,67878.06,67878.06,0,0,0,0,0
"ME6DYRM+01",90588.66,90588.66,67941.5,67941.5,67941.5,0,0,0,0,0
"RJ4NM3X+01",90840.03,90840.03,68130.02,68130.02,68130.02,0,0,0,0,0
"D2ML6DM+01",91350,91350,68512.5,68512.5,68512.5,0,18.28,18.28,0,0
"HKSDR8C+01",91913.01,91913.01,68934.76,68934.76,68934.76,0,0,0,0,0
"8SUHTE2+01",92009.72,92009.72,69007.29,69007.29,69007.29,0,0,0,0,0
"2HYBPAF+01",93380,93380,70035,70035,70035,70035,0,0,0,0
"R955SQA+01",93749.9,93749.9,70312.42,70312.42,70312.42,70312.42,0,0,0,0
"3YSM25C+01",93892.3,93892.3,70419.23,70419.23,70419.23,0,0,0,0,0
"FLUSCFZ+01",95516.12,95516.12,71637.09,71637.09,71637.09,0,0,0,0,0
"56FZRA2+01",95887.23,95887.23,71915.42,71915.42,71915.42,0,0,0,0,0
"CD2LPFU+01",95999.92,95999.92,71999.94,71999.94,71999.94,0,0,0,0,0
"HFRT6KY+01",96826.09,96826.09,72619.56,72619.56,72619.56,72619.56,0,0,0,0
"N55RBEQ+01",97765.14,97765.14,73323.86,73323.86,73323.86,0,3187.5,3187.5,0,0
"Y3QYELK+01",97938.56,97938.56,73453.92,73453.92,73453.92,0,587.4,587.4,0,0
"RWSZ8PX+01",99385.2,99385.2,74538.9,74538.9,74538.9,0,0,0,0,0
"8L2WAV5+01",100203.46,100203.46,75152.6,75152.6,75152.6,0,0,0,0,0
"ZUH6746+01",101500,101500,76125,76125,76125,0,0,0,0,0
"LZABRBX+01",101500,101500,76125,76125,76125,0,20.3,20.3,0,0
"JPG9S4E+01",101808,101808,76356,76356,76356,0,0,0,0,0
"AQBQT3Y+01",102000,102000,76500,76500,76500,0,777.65,777.65,0,0
"MHACBBG+01",103616.23,103616.23,77712.17,77712.17,77712.17,0,0,0,0,0
"J9P5DBF+01",103878.22,103878.22,77908.67,77908.67,77908.67,0,0,0,0,0
"SMS8F29+01",105446.67,105446.67,79085,79085,79085,79085,0,0,0,0
"GSK9GC4+01",106011.08,106011.08,79508.31,79508.31,79508.31,79508.31,0,0,0,0
"8PMK657+01",108291.62,108291.62,81218.71,81218.71,81218.71,81218.71,0,0,0,0
"XUVWKFN+01",115123.7,115123.7,86342.78,86342.78,86342.78,0,0,0,0,0
"WXENZ6P+01",121246.66,121246.66,90935,90935,90935,0,0,0,0,0
"QVBCGR9+01",126584.8,126584.8,94938.6,94938.6,94938.6,0,0,0,0,0
"3CH2EPE+01",126875,126875,95156.25,95156.25,95156.25,0,19710.32,19710.32,0,0
"32F27HE+01",126875,126875,95156.25,95156.25,95156.25,0,0,0,0,0
"Y557YXQ+01",129506.48,129506.48,97129.86,97129.86,97129.86,0,0,0,0,0
"9KJYJ2G+01",129778.1,129778.1,97333.58,97333.58,97333.58,0,0,0,0,0
"VS9DQLQ+01",130000,130000,97500,97500,97500,97500,0,0,0,0
"53YY9KG+01",131315.6,131315.6,98486.7,98486.7,98486.7,0,0,0,0,0
"JU8JDHG+01",136390.6,136390.6,102292.95,102292.95,102292.95,102292.95,0,0,0,0
